Provincia,Canton,Parroquia,Femenino,Masculino,Textbox17,Textbox6,Textbox7,Textbox18,id
LOJA,SOZORANGA,SOZORANGA,54,46,100,"360,463","347,776","708,239",667
LOJA,SOZORANGA,TACAMOROS,34,26,60,"360,463","347,776","708,239",668
LOJA,ZAPOTILLO,BOLASPAMBA,0,0,0,"360,463","347,776","708,239",669
LOJA,ZAPOTILLO,CAZADEROS (CAB.EN MANGAURCO),8,8,16,"360,463","347,776","708,239",670
LOJA,ZAPOTILLO,GARZAREAL,0,0,0,"360,463","347,776","708,239",671
LOJA,ZAPOTILLO,LIMONES,5,7,12,"360,463","347,776","708,239",672
LOJA,ZAPOTILLO,PALETILLAS,33,37,70,"360,463","347,776","708,239",673
LOJA,ZAPOTILLO,ZAPOTILLO,102,87,189,"360,463","347,776","708,239",674
LOS RIOS,BABA,BABA,358,292,650,"360,463","347,776","708,239",675
LOS RIOS,BABA,GUARE,60,98,158,"360,463","347,776","708,239",676
LOS RIOS,BABA,ISLA DE BEJUCAL,148,136,284,"360,463","347,776","708,239",677
LOS RIOS,BABAHOYO,BABAHOYO,28,83,111,"360,463","347,776","708,239",678
LOS RIOS,BABAHOYO,BARREIRO,131,113,244,"360,463","347,776","708,239",679
LOS RIOS,BABAHOYO,CARACOL,91,95,186,"360,463","347,776","708,239",680
LOS RIOS,BABAHOYO,CLEMENTE BAQUERIZO,"3,786","3,814","7,600","360,463","347,776","708,239",681
LOS RIOS,BABAHOYO,DR. CAMILO PONCE,"1,475",514,"1,989","360,463","347,776","708,239",682
LOS RIOS,BABAHOYO,EL SALTO,39,47,86,"360,463","347,776","708,239",683
LOS RIOS,BABAHOYO,FEBRES CORDERO (LAS JUNTAS),211,223,434,"360,463","347,776","708,239",684
LOS RIOS,BABAHOYO,LA UNION,300,298,598,"360,463","347,776","708,239",685
LOS RIOS,BABAHOYO,PIMOCHA,263,167,430,"360,463","347,776","708,239",686
LOS RIOS,BUENA FE,PATRICIA PILAR,156,145,301,"360,463","347,776","708,239",687
LOS RIOS,BUENA FE,SAN JACINTO DE BUENA FE,935,945,"1,880","360,463","347,776","708,239",688
LOS RIOS,MOCACHE,MOCACHE,423,480,903,"360,463","347,776","708,239",689
LOS RIOS,MONTALVO,MONTALVO,535,606,"1,141","360,463","347,776","708,239",690
LOS RIOS,PALENQUE,PALENQUE,277,323,600,"360,463","347,776","708,239",691
LOS RIOS,PUEBLOVIEJO,PUEBLOVIEJO,126,202,328,"360,463","347,776","708,239",692
LOS RIOS,PUEBLOVIEJO,PUERTO PECHICHE,75,98,173,"360,463","347,776","708,239",693
LOS RIOS,PUEBLOVIEJO,SAN JUAN,316,240,556,"360,463","347,776","708,239",694
LOS RIOS,QUEVEDO,24 DE MAYO,"1,438",368,"1,806","360,463","347,776","708,239",695
LOS RIOS,QUEVEDO,GUAYACAN,675,758,"1,433","360,463","347,776","708,239",696
LOS RIOS,QUEVEDO,LA ESPERANZA,68,49,117,"360,463","347,776","708,239",697
LOS RIOS,QUEVEDO,NICOLAS INFANTE DIAZ,0,0,0,"360,463","347,776","708,239",698
LOS RIOS,QUEVEDO,QUEVEDO,255,281,536,"360,463","347,776","708,239",699
LOS RIOS,QUEVEDO,SAN CAMILO,"1,613","1,484","3,097","360,463","347,776","708,239",700
LOS RIOS,QUEVEDO,SAN CARLOS,238,262,500,"360,463","347,776","708,239",701
LOS RIOS,QUEVEDO,SAN CRISTOBAL,305,330,635,"360,463","347,776","708,239",702
LOS RIOS,QUEVEDO,SAN JOSE,0,0,0,"360,463","347,776","708,239",703
LOS RIOS,QUEVEDO,SIETE DE OCTUBRE,23,556,579,"360,463","347,776","708,239",704
LOS RIOS,QUEVEDO,VENUS DEL RIO QUEVEDO,867,888,"1,755","360,463","347,776","708,239",705
LOS RIOS,QUEVEDO,VIVA ALFARO,47,52,99,"360,463","347,776","708,239",706
LOS RIOS,QUINSALOMA,QUINSALOMA,314,333,647,"360,463","347,776","708,239",707
LOS RIOS,URDANETA,CATARAMA,395,367,762,"360,463","347,776","708,239",708
LOS RIOS,URDANETA,RICAURTE,361,387,748,"360,463","347,776","708,239",709
LOS RIOS,VALENCIA,VALENCIA,599,667,"1,266","360,463","347,776","708,239",710
LOS RIOS,VENTANAS,VENTANAS,"1,674","1,516","3,190","360,463","347,776","708,239",711
LOS RIOS,VENTANAS,ZAPOTAL,255,264,519,"360,463","347,776","708,239",712
LOS RIOS,VINCES,ANTONIO SOTOMAYOR,159,210,369,"360,463","347,776","708,239",713
LOS RIOS,VINCES,VINCES,"1,648","1,410","3,058","360,463","347,776","708,239",714
MANABI,24 DE MAYO,ARQ. SIXTO DURAN BALLEN,21,19,40,"360,463","347,776","708,239",715
MANABI,24 DE MAYO,BELLAVISTA,93,91,184,"360,463","347,776","708,239",716
MANABI,24 DE MAYO,NOBOA,74,94,168,"360,463","347,776","708,239",717
MANABI,24 DE MAYO,SUCRE,378,377,755,"360,463","347,776","708,239",718
MANABI,BOLIVAR,CALCETA,895,883,"1,778","360,463","347,776","708,239",719
MANABI,BOLIVAR,MEMBRILLO,25,30,55,"360,463","347,776","708,239",720
MANABI,BOLIVAR,QUIROGA,64,85,149,"360,463","347,776","708,239",721
MANABI,CHONE,BOYACA,53,64,117,"360,463","347,776","708,239",722
MANABI,CHONE,CANUTO,155,179,334,"360,463","347,776","708,239",723
MANABI,CHONE,CHIBUNGA,9,15,24,"360,463","347,776","708,239",724
MANABI,CHONE,CHONE,"2,156","1,920","4,076","360,463","347,776","708,239",725
MANABI,CHONE,CONVENTO,106,111,217,"360,463","347,776","708,239",726
MANABI,CHONE,ELOY ALFARO,39,41,80,"360,463","347,776","708,239",727
MANABI,CHONE,RICAURTE,39,60,99,"360,463","347,776","708,239",728
MANABI,CHONE,SAN ANTONIO,118,144,262,"360,463","347,776","708,239",729
MANABI,CHONE,SANTA RITA,147,309,456,"360,463","347,776","708,239",730
MANABI,EL CARMEN,4 DE DICIEMBRE,334,318,652,"360,463","347,776","708,239",731
MANABI,EL CARMEN,EL CARMEN,"1,440","1,325","2,765","360,463","347,776","708,239",732
MANABI,EL CARMEN,SAN PEDRO DE SUMA,63,66,129,"360,463","347,776","708,239",733
MANABI,EL CARMEN,WILFRIDO LOOR MOREIRA (MAICITO),15,9,24,"360,463","347,776","708,239",734
MANABI,FLAVIO ALFARO,FLAVIO ALFARO,371,417,788,"360,463","347,776","708,239",735
MANABI,FLAVIO ALFARO,SAN FRANCISCO DE NOVILLO,5,17,22,"360,463","347,776","708,239",736
MANABI,FLAVIO ALFARO,ZAPALLO,18,14,32,"360,463","347,776","708,239",737
MANABI,JAMA,JAMA,261,286,547,"360,463","347,776","708,239",738
MANABI,JARAMIJO,JARAMIJO,239,261,500,"360,463","347,776","708,239",739
MANABI,JIPIJAPA,AMERICA,18,53,71,"360,463","347,776","708,239",740
MANABI,JIPIJAPA,DR. MIGUEL MORAN LUCIO,41,31,72,"360,463","347,776","708,239",741
MANABI,JIPIJAPA,EL ANEGADO,29,26,55,"360,463","347,776","708,239",742
MANABI,JIPIJAPA,JIPIJAPA,0,0,0,"360,463","347,776","708,239",743
MANABI,JIPIJAPA,JULCUY,15,21,36,"360,463","347,776","708,239",744
MANABI,JIPIJAPA,LA UNION,0,0,0,"360,463","347,776","708,239",745
MANABI,JIPIJAPA,MANUEL INOCENCIO PARRALES Y GUALE,197,454,651,"360,463","347,776","708,239",746
MANABI,JIPIJAPA,MEMBRILLAL,15,36,51,"360,463","347,776","708,239",747
MANABI,JIPIJAPA,PEDRO PABLO GOMEZ,57,67,124,"360,463","347,776","708,239",748
MANABI,JIPIJAPA,PUERTO DE CAYO,59,52,111,"360,463","347,776","708,239",749
MANABI,JIPIJAPA,SAN LORENZO DE JIPIJAPA,"1,196",964,"2,160","360,463","347,776","708,239",750
MANABI,JUNIN,JUNIN,377,378,755,"360,463","347,776","708,239",751
MANABI,MANTA,ELOY ALFARO,421,460,881,"360,463","347,776","708,239",752
MANABI,MANTA,LOS ESTEROS,719,847,"1,566","360,463","347,776","708,239",753
MANABI,MANTA,MANTA,"3,863","3,968","7,831","360,463","347,776","708,239",754
MANABI,MANTA,SAN LORENZO,52,73,125,"360,463","347,776","708,239",755
MANABI,MANTA,SANTA MARIANITA (BOCA DE PACOCHE),19,28,47,"360,463","347,776","708,239",756
MANABI,MANTA,TARQUI,"2,064","1,440","3,504","360,463","347,776","708,239",757
MANABI,MONTECRISTI,ANIBAL SAN ANDRES,106,100,206,"360,463","347,776","708,239",758
MANABI,MONTECRISTI,LA PILA,57,64,121,"360,463","347,776","708,239",759
MANABI,MONTECRISTI,MONTECRISTI,759,803,"1,562","360,463","347,776","708,239",760
MANABI,OLMEDO,OLMEDO,133,151,284,"360,463","347,776","708,239",761
MANABI,PAJAN,CAMPOZANO (LA PALMA DE PAJAN),31,47,78,"360,463","347,776","708,239",762
MANABI,PAJAN,CASCOL,32,58,90,"360,463","347,776","708,239",763
MANABI,PAJAN,GUALE,42,37,79,"360,463","347,776","708,239",764
MANABI,PAJAN,LASCANO,48,53,101,"360,463","347,776","708,239",765
MANABI,PAJAN,PAJAN,408,438,846,"360,463","347,776","708,239",766
MANABI,PEDERNALES,10 DE AGOSTO,39,50,89,"360,463","347,776","708,239",767
MANABI,PEDERNALES,ATAHUALPA,33,32,65,"360,463","347,776","708,239",768
MANABI,PEDERNALES,COJIMIES,70,78,148,"360,463","347,776","708,239",769
MANABI,PEDERNALES,PEDERNALES,835,785,"1,620","360,463","347,776","708,239",770
MANABI,PICHINCHA,BARRAGANETE,43,60,103,"360,463","347,776","708,239",771
MANABI,PICHINCHA,PICHINCHA,372,329,701,"360,463","347,776","708,239",772
MANABI,PICHINCHA,SAN SEBASTIAN,135,148,283,"360,463","347,776","708,239",773
MANABI,PORTOVIEJO,12 DE MARZO,100,165,265,"360,463","347,776","708,239",774
MANABI,PORTOVIEJO,18 DE OCTUBRE,144,116,260,"360,463","347,776","708,239",775
MANABI,PORTOVIEJO,ABDON CALDERON (SAN FRANCISCO),363,416,779,"360,463","347,776","708,239",776
MANABI,PORTOVIEJO,ALHAJUELA (BAJO GRANDE),53,75,128,"360,463","347,776","708,239",777
MANABI,PORTOVIEJO,ANDRES DE VERA,107,144,251,"360,463","347,776","708,239",778
MANABI,PORTOVIEJO,CHIRIJOS,16,20,36,"360,463","347,776","708,239",779
MANABI,PORTOVIEJO,COLON,0,0,0,"360,463","347,776","708,239",780
MANABI,PORTOVIEJO,CRUCITA,176,222,398,"360,463","347,776","708,239",781
MANABI,PORTOVIEJO,FRANCISCO PACHECO,156,25,181,"360,463","347,776","708,239",782
MANABI,PORTOVIEJO,PICOAZA,169,237,406,"360,463","347,776","708,239",783
MANABI,PORTOVIEJO,PORTOVIEJO,"4,388","3,995","8,383","360,463","347,776","708,239",784
MANABI,PORTOVIEJO,PUEBLO NUEVO,43,50,93,"360,463","347,776","708,239",785
MANABI,PORTOVIEJO,RIOCHICO (RIO CHICO),264,321,585,"360,463","347,776","708,239",786
MANABI,PORTOVIEJO,SAN PABLO,"1,808","1,632","3,440","360,463","347,776","708,239",787
MANABI,PORTOVIEJO,SAN PLACIDO,116,98,214,"360,463","347,776","708,239",788
MANABI,PORTOVIEJO,SIMON BOLIVAR,0,0,0,"360,463","347,776","708,239",789
MANABI,PUERTO LOPEZ,MACHALILLA,73,86,159,"360,463","347,776","708,239",790
MANABI,PUERTO LOPEZ,PUERTO LOPEZ,284,276,560,"360,463","347,776","708,239",791
MANABI,PUERTO LOPEZ,SALANGO,49,90,139,"360,463","347,776","708,239",792
MANABI,ROCAFUERTE,ROCAFUERTE,708,802,"1,510","360,463","347,776","708,239",793
MANABI,SAN VICENTE,CANOA,34,28,62,"360,463","347,776","708,239",794
MANABI,SAN VICENTE,SAN VICENTE,320,317,637,"360,463","347,776","708,239",795
MANABI,SANTA ANA,AYACUCHO,90,102,192,"360,463","347,776","708,239",796
MANABI,SANTA ANA,HONORATO VASQUEZ,59,66,125,"360,463","347,776","708,239",797
MANABI,SANTA ANA,LA UNION,88,74,162,"360,463","347,776","708,239",798
MANABI,SANTA ANA,LODANA,76,60,136,"360,463","347,776","708,239",799
MANABI,SANTA ANA,SAN PABLO,86,103,189,"360,463","347,776","708,239",800
MANABI,SANTA ANA,SANTA ANA,604,551,"1,155","360,463","347,776","708,239",801
MANABI,SANTA ANA,SANTA ANA DE VUELTA LARGA,0,0,0,"360,463","347,776","708,239",802
MANABI,SUCRE,BAHIA DE CARAQUEZ,762,733,"1,495","360,463","347,776","708,239",803
MANABI,SUCRE,CHARAPOTO,289,356,645,"360,463","347,776","708,239",804
MANABI,SUCRE,LEONIDAS PLAZA GUTIERREZ,96,135,231,"360,463","347,776","708,239",805
MANABI,SUCRE,SAN ISIDRO,172,188,360,"360,463","347,776","708,239",806
MANABI,TOSAGUA,ANGEL PEDRO GILER (LA ESTANCILLA),15,44,59,"360,463","347,776","708,239",807
MANABI,TOSAGUA,BACHILLERO,62,84,146,"360,463","347,776","708,239",808
MANABI,TOSAGUA,TOSAGUA,639,759,"1,398","360,463","347,776","708,239",809
MORONA SANTIAGO,GUALAQUIZA,AMAZONAS (ROSARIO DE CUYES),0,0,0,"360,463","347,776","708,239",810
MORONA SANTIAGO,GUALAQUIZA,BERMEJOS,0,0,0,"360,463","347,776","708,239",811
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,41,82,123,"360,463","347,776","708,239",812
MORONA SANTIAGO,GUALAQUIZA,CHIGšINDA,12,17,29,"360,463","347,776","708,239",813
MORONA SANTIAGO,GUALAQUIZA,EL IDEAL,0,0,0,"360,463","347,776","708,239",814
MORONA SANTIAGO,GUALAQUIZA,EL ROSARIO,0,0,0,"360,463","347,776","708,239",815
MORONA SANTIAGO,GUALAQUIZA,GUALAQUIZA,345,339,684,"360,463","347,776","708,239",816
MORONA SANTIAGO,GUALAQUIZA,MERCEDES MOLINA,0,0,0,"360,463","347,776","708,239",817
MORONA SANTIAGO,GUALAQUIZA,NUEVA TARQUI,19,15,34,"360,463","347,776","708,239",818
MORONA SANTIAGO,GUALAQUIZA,SAN MIGUEL DE CUYES,0,0,0,"360,463","347,776","708,239",819
MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,94,95,189,"360,463","347,776","708,239",820
MORONA SANTIAGO,HUAMBOYA,HUAMBOYA,51,79,130,"360,463","347,776","708,239",821
MORONA SANTIAGO,LIMON INDANZA,GENERAL LEONIDAS PLAZA GUTIERREZ (LIMON),224,179,403,"360,463","347,776","708,239",822
MORONA SANTIAGO,LIMON INDANZA,INDANZA,26,17,43,"360,463","347,776","708,239",823
MORONA SANTIAGO,LIMON INDANZA,SAN ANTONIO,3,15,18,"360,463","347,776","708,239",824
MORONA SANTIAGO,LIMON INDANZA,SAN MIGUEL DE CONCHAY,0,0,0,"360,463","347,776","708,239",825
MORONA SANTIAGO,LIMON INDANZA,SANTA SUSANA DE CHIVIAZA,0,0,0,"360,463","347,776","708,239",826
MORONA SANTIAGO,LIMON INDANZA,YUNGANZA,12,17,29,"360,463","347,776","708,239",827
MORONA SANTIAGO,LOGRO¥O,LOGRO¥O,66,64,130,"360,463","347,776","708,239",828
MORONA SANTIAGO,LOGRO¥O,SHIMPIS,23,30,53,"360,463","347,776","708,239",829
MORONA SANTIAGO,LOGRO¥O,YAUPI,40,60,100,"360,463","347,776","708,239",830
MORONA SANTIAGO,MORONA,ALSHI,0,0,0,"360,463","347,776","708,239",831
MORONA SANTIAGO,MORONA,CUCHAENTZA,0,0,0,"360,463","347,776","708,239",832
MORONA SANTIAGO,MORONA,GENERAL PROA¥O,0,0,0,"360,463","347,776","708,239",833
MORONA SANTIAGO,MORONA,MACAS,914,934,"1,848","360,463","347,776","708,239",834
MORONA SANTIAGO,MORONA,RIO BLANCO,18,15,33,"360,463","347,776","708,239",835
MORONA SANTIAGO,MORONA,SAN ISIDRO,97,59,156,"360,463","347,776","708,239",836
MORONA SANTIAGO,MORONA,SEVILLA DON BOSCO,149,244,393,"360,463","347,776","708,239",837
MORONA SANTIAGO,MORONA,SINAI,0,0,0,"360,463","347,776","708,239",838
MORONA SANTIAGO,MORONA,ZU¥A (ZU¥AC),0,0,0,"360,463","347,776","708,239",839
MORONA SANTIAGO,PABLO SEXTO,PABLO VI,29,34,63,"360,463","347,776","708,239",840
MORONA SANTIAGO,PALORA,16 DE AGOSTO,0,0,0,"360,463","347,776","708,239",841
MORONA SANTIAGO,PALORA,ARAPICOS,0,0,0,"360,463","347,776","708,239",842
MORONA SANTIAGO,PALORA,CUMANDA,0,0,0,"360,463","347,776","708,239",843
MORONA SANTIAGO,PALORA,PALORA (METZERA),184,194,378,"360,463","347,776","708,239",844
MORONA SANTIAGO,PALORA,SANGAY,0,0,0,"360,463","347,776","708,239",845
MORONA SANTIAGO,SAN JUAN BOSCO,PAN DE AZUCAR,0,0,0,"360,463","347,776","708,239",846
MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMON,0,0,0,"360,463","347,776","708,239",847
MORONA SANTIAGO,SAN JUAN BOSCO,SAN JACINTO DE WAKAMBEIS,0,0,0,"360,463","347,776","708,239",848
MORONA SANTIAGO,SAN JUAN BOSCO,SAN JUAN BOSCO,57,59,116,"360,463","347,776","708,239",849
MORONA SANTIAGO,SAN JUAN BOSCO,SANTIAGO DE PANANZA,0,0,0,"360,463","347,776","708,239",850
MORONA SANTIAGO,SANTIAGO,CHUPIANZA,0,0,0,"360,463","347,776","708,239",851
MORONA SANTIAGO,SANTIAGO,COPAL,0,0,0,"360,463","347,776","708,239",852
MORONA SANTIAGO,SANTIAGO,PATUCA,0,0,0,"360,463","347,776","708,239",853
MORONA SANTIAGO,SANTIAGO,SAN FRANCISCO DE CHINIMBIMI,0,0,0,"360,463","347,776","708,239",854
MORONA SANTIAGO,SANTIAGO,SAN LUIS DE EL ACHO,0,0,0,"360,463","347,776","708,239",855
MORONA SANTIAGO,SANTIAGO,SANTIAGO DE MENDEZ,151,155,306,"360,463","347,776","708,239",856
MORONA SANTIAGO,SANTIAGO,TAYUZA,36,43,79,"360,463","347,776","708,239",857
MORONA SANTIAGO,SUCUA,ASUNCION,0,0,0,"360,463","347,776","708,239",858
MORONA SANTIAGO,SUCUA,HUAMBI,40,60,100,"360,463","347,776","708,239",859
MORONA SANTIAGO,SUCUA,SANTA MARIANITA DE JESUS,0,0,0,"360,463","347,776","708,239",860
MORONA SANTIAGO,SUCUA,SUCUA,458,462,920,"360,463","347,776","708,239",861
MORONA SANTIAGO,TAISHA,HUASAGA,92,218,310,"360,463","347,776","708,239",862
MORONA SANTIAGO,TAISHA,MACUMA,48,119,167,"360,463","347,776","708,239",863
MORONA SANTIAGO,TAISHA,TAISHA,74,134,208,"360,463","347,776","708,239",864
MORONA SANTIAGO,TAISHA,TUUTINENTZA,56,80,136,"360,463","347,776","708,239",865
MORONA SANTIAGO,TIWINTZA,SAN JOSE MORONA,32,35,67,"360,463","347,776","708,239",866
MORONA SANTIAGO,TIWINTZA,SANTIAGO,54,68,122,"360,463","347,776","708,239",867
NAPO,ARCHIDONA,ARCHIDONA,507,444,951,"360,463","347,776","708,239",868
NAPO,ARCHIDONA,COTUNDO,210,224,434,"360,463","347,776","708,239",869
NAPO,ARCHIDONA,SAN PABLO DE USHPAYACU,59,79,138,"360,463","347,776","708,239",870
NAPO,CARLOS JULIO AROSEMENA TOLA,CARLOS JULIO AROSEMENA TOLA,58,76,134,"360,463","347,776","708,239",871
NAPO,EL CHACO,EL CHACO,176,198,374,"360,463","347,776","708,239",872
NAPO,EL CHACO,GONZALO DIAZ DE PINEDA (EL BOMBON),0,0,0,"360,463","347,776","708,239",873
NAPO,EL CHACO,LINARES,0,0,0,"360,463","347,776","708,239",874
NAPO,EL CHACO,OYACACHI,0,0,0,"360,463","347,776","708,239",875
NAPO,EL CHACO,SANTA ROSA,0,0,0,"360,463","347,776","708,239",876
NAPO,EL CHACO,SARDINAS,0,0,0,"360,463","347,776","708,239",877
NAPO,QUIJOS,BAEZA,49,49,98,"360,463","347,776","708,239",878
NAPO,QUIJOS,COSANGA,0,0,0,"360,463","347,776","708,239",879
NAPO,QUIJOS,CUYUJA,0,0,0,"360,463","347,776","708,239",880
NAPO,QUIJOS,PAPALLACTA,0,0,0,"360,463","347,776","708,239",881
NAPO,QUIJOS,SAN FRANCISCO DE BORJA (VIRGILIO DAVILA),163,166,329,"360,463","347,776","708,239",882
NAPO,QUIJOS,SUMACO,0,0,0,"360,463","347,776","708,239",883
NAPO,TENA,AHUANO,98,98,196,"360,463","347,776","708,239",884
NAPO,TENA,CHONTAPUNTA,95,176,271,"360,463","347,776","708,239",885
NAPO,TENA,PANO,67,73,140,"360,463","347,776","708,239",886
NAPO,TENA,PUERTO MISAHUALLI,41,59,100,"360,463","347,776","708,239",887
NAPO,TENA,PUERTO NAPO,88,120,208,"360,463","347,776","708,239",888
NAPO,TENA,TALAG,66,57,123,"360,463","347,776","708,239",889
NAPO,TENA,TENA,"1,688","1,690","3,378","360,463","347,776","708,239",890
ORELLANA,AGUARICO,CAPITAN AUGUSTO RIVADENEYRA,0,0,0,"360,463","347,776","708,239",891
ORELLANA,AGUARICO,CONONACO,0,0,0,"360,463","347,776","708,239",892
ORELLANA,AGUARICO,NUEVO ROCAFUERTE,24,41,65,"360,463","347,776","708,239",893
ORELLANA,AGUARICO,SANTA MARIA DE HUIRIRIMA,0,0,0,"360,463","347,776","708,239",894
ORELLANA,AGUARICO,TIPUTINI,36,56,92,"360,463","347,776","708,239",895
ORELLANA,AGUARICO,YASUNI,0,0,0,"360,463","347,776","708,239",896
ORELLANA,LA JOYA DE LOS SACHAS,ENOKANQUI,0,0,0,"360,463","347,776","708,239",897
ORELLANA,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,748,683,"1,431","360,463","347,776","708,239",898
ORELLANA,LA JOYA DE LOS SACHAS,LAGO SAN PEDRO,13,11,24,"360,463","347,776","708,239",899
ORELLANA,LA JOYA DE LOS SACHAS,POMPEYA,0,0,0,"360,463","347,776","708,239",900
ORELLANA,LA JOYA DE LOS SACHAS,RUMIPAMBA,0,0,0,"360,463","347,776","708,239",901
ORELLANA,LA JOYA DE LOS SACHAS,SAN CARLOS,43,66,109,"360,463","347,776","708,239",902
ORELLANA,LA JOYA DE LOS SACHAS,SAN SEBASTIAN DEL COCA,128,86,214,"360,463","347,776","708,239",903
ORELLANA,LA JOYA DE LOS SACHAS,TRES DE NOVIEMBRE,63,54,117,"360,463","347,776","708,239",904
ORELLANA,LA JOYA DE LOS SACHAS,UNION MILAGRE¥A,0,0,0,"360,463","347,776","708,239",905
ORELLANA,LORETO,AVILA,0,0,0,"360,463","347,776","708,239",906
ORELLANA,LORETO,LORETO,346,325,671,"360,463","347,776","708,239",907
ORELLANA,LORETO,PUERTO MURIALDO,0,0,0,"360,463","347,776","708,239",908
ORELLANA,LORETO,SAN JOSE DE DAHUANO,14,41,55,"360,463","347,776","708,239",909
ORELLANA,LORETO,SAN JOSE DE PAYAMINO,71,203,274,"360,463","347,776","708,239",910
ORELLANA,LORETO,SAN VICENTE DE HUATICOCHA,13,26,39,"360,463","347,776","708,239",911
ORELLANA,ORELLANA,ALEJANDRO LABACA,29,55,84,"360,463","347,776","708,239",912
ORELLANA,ORELLANA,DAYUMA,77,62,139,"360,463","347,776","708,239",913
ORELLANA,ORELLANA,EL DORADO,0,0,0,"360,463","347,776","708,239",914
ORELLANA,ORELLANA,EL EDEN,7,10,17,"360,463","347,776","708,239",915
ORELLANA,ORELLANA,GARCIA MORENO,0,0,0,"360,463","347,776","708,239",916
ORELLANA,ORELLANA,INES NARANJO,30,38,68,"360,463","347,776","708,239",917
ORELLANA,ORELLANA,LA BELLEZA,17,33,50,"360,463","347,776","708,239",918
ORELLANA,ORELLANA,NUEVO PARAISO,0,0,0,"360,463","347,776","708,239",919
ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (COCA),"1,332","1,121","2,453","360,463","347,776","708,239",920
ORELLANA,ORELLANA,SAN JOSE DE GUAYUSA,0,0,0,"360,463","347,776","708,239",921
ORELLANA,ORELLANA,SAN LUIS DE ARMENIA,18,19,37,"360,463","347,776","708,239",922
ORELLANA,ORELLANA,TARACOA,38,45,83,"360,463","347,776","708,239",923
PASTAZA,ARAJUNO,ARAJUNO,89,102,191,"360,463","347,776","708,239",924
PASTAZA,ARAJUNO,CURARAY,14,27,41,"360,463","347,776","708,239",925
PASTAZA,MERA,MADRE TIERRA,6,9,15,"360,463","347,776","708,239",926
PASTAZA,MERA,MERA,56,85,141,"360,463","347,776","708,239",927
PASTAZA,MERA,SHELL,164,159,323,"360,463","347,776","708,239",928
PASTAZA,PASTAZA,CANELOS,55,65,120,"360,463","347,776","708,239",929
PASTAZA,PASTAZA,DIEZ DE AGOSTO,0,0,0,"360,463","347,776","708,239",930
PASTAZA,PASTAZA,EL TRIUNFO,0,0,0,"360,463","347,776","708,239",931
PASTAZA,PASTAZA,FATIMA,0,0,0,"360,463","347,776","708,239",932
PASTAZA,PASTAZA,MONTALVO (ANDOAS),13,28,41,"360,463","347,776","708,239",933
PASTAZA,PASTAZA,POMONA,0,0,0,"360,463","347,776","708,239",934
PASTAZA,PASTAZA,PUYO,"1,371","1,511","2,882","360,463","347,776","708,239",935
PASTAZA,PASTAZA,RIO CORRIENTES,16,25,41,"360,463","347,776","708,239",936
PASTAZA,PASTAZA,RIO TIGRE,0,0,0,"360,463","347,776","708,239",937
PASTAZA,PASTAZA,SARAYACU,41,49,90,"360,463","347,776","708,239",938
PASTAZA,PASTAZA,SIMON BOLIVAR,83,110,193,"360,463","347,776","708,239",939
PASTAZA,PASTAZA,TARQUI,12,8,20,"360,463","347,776","708,239",940
PASTAZA,PASTAZA,TENIENTE HUGO ORTIZ,0,0,0,"360,463","347,776","708,239",941
PASTAZA,PASTAZA,VERACRUZ (INDILLAMA),147,41,188,"360,463","347,776","708,239",942
PASTAZA,SANTA CLARA,SAN JOSE,0,0,0,"360,463","347,776","708,239",943
PASTAZA,SANTA CLARA,SANTA CLARA,123,109,232,"360,463","347,776","708,239",944
PICHINCHA,CAYAMBE,ASCAZUBI,161,226,387,"360,463","347,776","708,239",945
PICHINCHA,CAYAMBE,AYORA,594,889,"1,483","360,463","347,776","708,239",946
PICHINCHA,CAYAMBE,CANGAHUA,193,245,438,"360,463","347,776","708,239",947
PICHINCHA,CAYAMBE,CAYAMBE,986,381,"1,367","360,463","347,776","708,239",948
PICHINCHA,CAYAMBE,JUAN MONTALVO,161,314,475,"360,463","347,776","708,239",949
PICHINCHA,CAYAMBE,OLMEDO (PESILLO),72,84,156,"360,463","347,776","708,239",950
PICHINCHA,CAYAMBE,OTON,0,0,0,"360,463","347,776","708,239",951
PICHINCHA,CAYAMBE,SANTA ROSA DE CUZUBAMBA,39,37,76,"360,463","347,776","708,239",952
PICHINCHA,MEJIA,ALOAG,105,128,233,"360,463","347,776","708,239",953
PICHINCHA,MEJIA,ALOASI,437,464,901,"360,463","347,776","708,239",954
PICHINCHA,MEJIA,CUTUGLAHUA,165,189,354,"360,463","347,776","708,239",955
PICHINCHA,MEJIA,EL CHAUPI,0,0,0,"360,463","347,776","708,239",956
PICHINCHA,MEJIA,MACHACHI,591,540,"1,131","360,463","347,776","708,239",957
PICHINCHA,MEJIA,MANUEL CORNEJO ASTORGA (TANDAPI),46,53,99,"360,463","347,776","708,239",958
PICHINCHA,MEJIA,TAMBILLO,142,368,510,"360,463","347,776","708,239",959
PICHINCHA,MEJIA,UYUMBICHO,273,182,455,"360,463","347,776","708,239",960
PICHINCHA,PEDRO MONCAYO,LA ESPERANZA,0,0,0,"360,463","347,776","708,239",961
