Provincia,Canton,Parroquia,Femenino,Masculino,Textbox17,Textbox6,Textbox7,Textbox18,id
ESMERALDAS,ATACAMES,TONCHIGšE,123,105,228,"360,463","347,776","708,239",379
ESMERALDAS,ATACAMES,TONSUPA,88,98,186,"360,463","347,776","708,239",380
ESMERALDAS,ELOY ALFARO,ANCHAYACU,0,0,0,"360,463","347,776","708,239",381
ESMERALDAS,ELOY ALFARO,ATAHUALPA (CAB. EN CAMARONES),23,41,64,"360,463","347,776","708,239",382
ESMERALDAS,ELOY ALFARO,BORBON,223,173,396,"360,463","347,776","708,239",383
ESMERALDAS,ELOY ALFARO,COLON ELOY DEL MARIA,21,21,42,"360,463","347,776","708,239",384
ESMERALDAS,ELOY ALFARO,LA TOLA,91,47,138,"360,463","347,776","708,239",385
ESMERALDAS,ELOY ALFARO,LUIS VARGAS TORRES,0,0,0,"360,463","347,776","708,239",386
ESMERALDAS,ELOY ALFARO,MALDONADO,57,47,104,"360,463","347,776","708,239",387
ESMERALDAS,ELOY ALFARO,PAMPANAL DE BOLIVAR,0,0,0,"360,463","347,776","708,239",388
ESMERALDAS,ELOY ALFARO,SAN FRANCISCO DE ONZOLE,0,0,0,"360,463","347,776","708,239",389
ESMERALDAS,ELOY ALFARO,SAN JOSE DE CAYAPAS,10,10,20,"360,463","347,776","708,239",390
ESMERALDAS,ELOY ALFARO,SANTO DOMINGO DE ONZOLE,0,0,0,"360,463","347,776","708,239",391
ESMERALDAS,ELOY ALFARO,SELVA ALEGRE,15,9,24,"360,463","347,776","708,239",392
ESMERALDAS,ELOY ALFARO,TELEMBI,11,21,32,"360,463","347,776","708,239",393
ESMERALDAS,ELOY ALFARO,TIMBIRE,0,0,0,"360,463","347,776","708,239",394
ESMERALDAS,ELOY ALFARO,VALDEZ (LIMONES),200,175,375,"360,463","347,776","708,239",395
ESMERALDAS,ESMERALDAS,5 DE AGOSTO,"2,717","2,005","4,722","360,463","347,776","708,239",396
ESMERALDAS,ESMERALDAS,BARTOLOME RUIZ (CESAR FRANCO CARRION),"1,304",802,"2,106","360,463","347,776","708,239",397
ESMERALDAS,ESMERALDAS,CAMARONES,47,47,94,"360,463","347,776","708,239",398
ESMERALDAS,ESMERALDAS,CHINCA,10,10,20,"360,463","347,776","708,239",399
ESMERALDAS,ESMERALDAS,CRNEL. CARLOS CONCHA TORRES,0,0,0,"360,463","347,776","708,239",400
ESMERALDAS,ESMERALDAS,ESMERALDAS,"2,667","1,718","4,385","360,463","347,776","708,239",401
ESMERALDAS,ESMERALDAS,LUIS TELLO  (LAS PALMAS),115,113,228,"360,463","347,776","708,239",402
ESMERALDAS,ESMERALDAS,MAJUA,0,0,0,"360,463","347,776","708,239",403
ESMERALDAS,ESMERALDAS,SAN MATEO,46,41,87,"360,463","347,776","708,239",404
ESMERALDAS,ESMERALDAS,SIMON PLATA TORRES,609,995,"1,604","360,463","347,776","708,239",405
ESMERALDAS,ESMERALDAS,TABIAZO,38,43,81,"360,463","347,776","708,239",406
ESMERALDAS,ESMERALDAS,TACHINA,89,82,171,"360,463","347,776","708,239",407
ESMERALDAS,ESMERALDAS,VUELTA LARGA,17,25,42,"360,463","347,776","708,239",408
ESMERALDAS,LA CONCORDIA,LA CONCORDIA,"1,183","1,004","2,187","360,463","347,776","708,239",409
ESMERALDAS,MUISNE,BOLIVAR,0,0,0,"360,463","347,776","708,239",410
ESMERALDAS,MUISNE,DAULE,0,0,0,"360,463","347,776","708,239",411
ESMERALDAS,MUISNE,GALERA,0,0,0,"360,463","347,776","708,239",412
ESMERALDAS,MUISNE,MUISNE,33,34,67,"360,463","347,776","708,239",413
ESMERALDAS,MUISNE,QUINGUE (OLMEDO PERDOMO FRANCO),0,0,0,"360,463","347,776","708,239",414
ESMERALDAS,MUISNE,SALIMA,0,0,0,"360,463","347,776","708,239",415
ESMERALDAS,MUISNE,SAN FRANCISCO,22,33,55,"360,463","347,776","708,239",416
ESMERALDAS,MUISNE,SAN GREGORIO,15,11,26,"360,463","347,776","708,239",417
ESMERALDAS,MUISNE,SAN JOSE DE CHAMANGA,154,153,307,"360,463","347,776","708,239",418
ESMERALDAS,QUININDE,CHURA (CHANCAMA),0,0,0,"360,463","347,776","708,239",419
ESMERALDAS,QUININDE,CUBE,0,0,0,"360,463","347,776","708,239",420
ESMERALDAS,QUININDE,LA UNION,375,363,738,"360,463","347,776","708,239",421
ESMERALDAS,QUININDE,MALIMPIA,92,102,194,"360,463","347,776","708,239",422
ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),"1,911","1,702","3,613","360,463","347,776","708,239",423
ESMERALDAS,QUININDE,VICHE,185,145,330,"360,463","347,776","708,239",424
ESMERALDAS,RIOVERDE,CHONTADURO,17,19,36,"360,463","347,776","708,239",425
ESMERALDAS,RIOVERDE,CHUMUNDE,32,45,77,"360,463","347,776","708,239",426
ESMERALDAS,RIOVERDE,LAGARTO,64,44,108,"360,463","347,776","708,239",427
ESMERALDAS,RIOVERDE,MONTALVO,105,51,156,"360,463","347,776","708,239",428
ESMERALDAS,RIOVERDE,RIOVERDE,100,100,200,"360,463","347,776","708,239",429
ESMERALDAS,RIOVERDE,ROCAFUERTE,168,111,279,"360,463","347,776","708,239",430
ESMERALDAS,SAN LORENZO,5 DE JUNIO,0,0,0,"360,463","347,776","708,239",431
ESMERALDAS,SAN LORENZO,ALTO TAMBO,0,0,0,"360,463","347,776","708,239",432
ESMERALDAS,SAN LORENZO,ANCON (PICHANGAL),16,16,32,"360,463","347,776","708,239",433
ESMERALDAS,SAN LORENZO,CALDERON,0,0,0,"360,463","347,776","708,239",434
ESMERALDAS,SAN LORENZO,CARONDELET,41,40,81,"360,463","347,776","708,239",435
ESMERALDAS,SAN LORENZO,CONCEPCION,0,0,0,"360,463","347,776","708,239",436
ESMERALDAS,SAN LORENZO,MATAJE,0,0,0,"360,463","347,776","708,239",437
ESMERALDAS,SAN LORENZO,SAN JAVIER DE CACHAVI,0,0,0,"360,463","347,776","708,239",438
ESMERALDAS,SAN LORENZO,SAN LORENZO,874,631,"1,505","360,463","347,776","708,239",439
ESMERALDAS,SAN LORENZO,SANTA RITA,0,0,0,"360,463","347,776","708,239",440
ESMERALDAS,SAN LORENZO,TAMBILLO,0,0,0,"360,463","347,776","708,239",441
ESMERALDAS,SAN LORENZO,TULULBI,15,10,25,"360,463","347,776","708,239",442
ESMERALDAS,SAN LORENZO,URBINA,0,0,0,"360,463","347,776","708,239",443
GALAPAGOS,ISABELA,"PUERTO VILLAMIL, CABECERA CANTONAL",49,44,93,"360,463","347,776","708,239",444
GALAPAGOS,ISABELA,TOMAS DE BERLANGA (SANTO TOMAS) (CAB. EN  LA ESPERANZA) CON ,0,0,0,"360,463","347,776","708,239",445
GALAPAGOS,SAN CRISTOBAL,EL PROGRESO,0,0,0,"360,463","347,776","708,239",446
GALAPAGOS,SAN CRISTOBAL,ISLA SANTA MARIA (FLOREANA) (CAB. EN  PTO. VELASCO IBARRA) C,0,0,0,"360,463","347,776","708,239",447
GALAPAGOS,SAN CRISTOBAL,"PUERTO BAQUERIZO MORENO, CABECERA CANTONAL Y CAPITAL PROVINC",154,178,332,"360,463","347,776","708,239",448
GALAPAGOS,SANTA CRUZ,"BELLAVISTA CON LAS ISLAS *BALTRA MARCHENA ""BINDLOE"" PINTA ""A",0,0,0,"360,463","347,776","708,239",449
GALAPAGOS,SANTA CRUZ,"PUERTO AYORA, CABECERA CANTONAL",371,364,735,"360,463","347,776","708,239",450
GALAPAGOS,SANTA CRUZ,SANTA ROSA CON LA ISLA BALTRA,0,0,0,"360,463","347,776","708,239",451
GUAYAS,ALFREDO BAQUERIZO MORENO (JUJAN),ALFREDO BAQUERIZO MORENO (JUJAN),202,206,408,"360,463","347,776","708,239",452
GUAYAS,BALAO,BALAO,232,205,437,"360,463","347,776","708,239",453
GUAYAS,BALZAR,BALZAR,717,610,"1,327","360,463","347,776","708,239",454
GUAYAS,COLIMES,COLIMES,166,171,337,"360,463","347,776","708,239",455
GUAYAS,COLIMES,SAN JACINTO,0,0,0,"360,463","347,776","708,239",456
GUAYAS,CORONEL MARCELINO MARIDUE¥A,CORONEL MARCELINO MARIDUE¥A,230,258,488,"360,463","347,776","708,239",457
GUAYAS,DAULE,BANIFE,0,0,0,"360,463","347,776","708,239",458
GUAYAS,DAULE,DAULE,"1,790","1,483","3,273","360,463","347,776","708,239",459
GUAYAS,DAULE,JUAN BAUTISTA AGUIRRE (LOS TINTOS),46,60,106,"360,463","347,776","708,239",460
GUAYAS,DAULE,LA AURORA,18,37,55,"360,463","347,776","708,239",461
GUAYAS,DAULE,LAUREL,157,135,292,"360,463","347,776","708,239",462
GUAYAS,DAULE,LIMONAL,61,83,144,"360,463","347,776","708,239",463
GUAYAS,DAULE,LOS LOJAS (ENRIQUE BAQUERIZO MORENO),582,425,"1,007","360,463","347,776","708,239",464
GUAYAS,DAULE,MAGRO,0,0,0,"360,463","347,776","708,239",465
GUAYAS,DURAN,EL RECREO,283,281,564,"360,463","347,776","708,239",466
GUAYAS,DURAN,ELOY ALFARO (DURAN),"2,251","2,457","4,708","360,463","347,776","708,239",467
GUAYAS,EL TRIUNFO,EL TRIUNFO,548,424,972,"360,463","347,776","708,239",468
GUAYAS,EMPALME,EL ROSARIO,0,0,0,"360,463","347,776","708,239",469
GUAYAS,EMPALME,GUAYAS (PUEBLO NUEVO),171,189,360,"360,463","347,776","708,239",470
GUAYAS,EMPALME,VELASCO IBARRA,"1,060",962,"2,022","360,463","347,776","708,239",471
GUAYAS,GENERAL ANTONIO ELIZALDE,GENERAL ANTONIO ELIZALDE (BUCAY),549,486,"1,035","360,463","347,776","708,239",472
GUAYAS,GUAYAQUIL,AYACUCHO,"1,181","1,052","2,233","360,463","347,776","708,239",473
GUAYAS,GUAYAQUIL,BOLIVAR  (SAGRARIO),32,65,97,"360,463","347,776","708,239",474
GUAYAS,GUAYAQUIL,CARBO (CONCEPCION),385,365,750,"360,463","347,776","708,239",475
GUAYAS,GUAYAQUIL,CHONGON,37,38,75,"360,463","347,776","708,239",476
GUAYAS,GUAYAQUIL,FEBRES CORDERO,"4,290","5,013","9,303","360,463","347,776","708,239",477
GUAYAS,GUAYAQUIL,GARCIA MORENO,"3,624","1,214","4,838","360,463","347,776","708,239",478
GUAYAS,GUAYAQUIL,GUAYAQUIL,"11,601","8,754","20,355","360,463","347,776","708,239",479
GUAYAS,GUAYAQUIL,JUAN GOMEZ RENDON (PROGRESO),163,168,331,"360,463","347,776","708,239",480
GUAYAS,GUAYAQUIL,LETAMENDI,"1,023","1,194","2,217","360,463","347,776","708,239",481
GUAYAS,GUAYAQUIL,MORRO,0,0,0,"360,463","347,776","708,239",482
GUAYAS,GUAYAQUIL,NUEVE DE OCTUBRE,151,58,209,"360,463","347,776","708,239",483
GUAYAS,GUAYAQUIL,PASCUALES,"1,102","1,094","2,196","360,463","347,776","708,239",484
GUAYAS,GUAYAQUIL,POSORJA,345,323,668,"360,463","347,776","708,239",485
GUAYAS,GUAYAQUIL,PUNA,100,97,197,"360,463","347,776","708,239",486
GUAYAS,GUAYAQUIL,ROCA,198,374,572,"360,463","347,776","708,239",487
GUAYAS,GUAYAQUIL,ROCAFUERTE,520,28,548,"360,463","347,776","708,239",488
GUAYAS,GUAYAQUIL,SUCRE,335,186,521,"360,463","347,776","708,239",489
GUAYAS,GUAYAQUIL,TARQUI,"24,171","23,158","47,329","360,463","347,776","708,239",490
GUAYAS,GUAYAQUIL,TENGUEL,135,126,261,"360,463","347,776","708,239",491
GUAYAS,GUAYAQUIL,URDANETA,914,"3,529","4,443","360,463","347,776","708,239",492
GUAYAS,GUAYAQUIL,XIMENA,"11,152","9,227","20,379","360,463","347,776","708,239",493
GUAYAS,ISIDRO AYORA,ISIDRO AYORA,233,225,458,"360,463","347,776","708,239",494
GUAYAS,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,111,84,195,"360,463","347,776","708,239",495
GUAYAS,MILAGRO,CHOBO,0,0,0,"360,463","347,776","708,239",496
GUAYAS,MILAGRO,MARISCAL SUCRE (HUAQUES),114,91,205,"360,463","347,776","708,239",497
GUAYAS,MILAGRO,MILAGRO,"4,981","4,439","9,420","360,463","347,776","708,239",498
GUAYAS,MILAGRO,ROBERTO ASTUDILLO,176,123,299,"360,463","347,776","708,239",499
GUAYAS,NARANJAL,JESUS MARIA,0,0,0,"360,463","347,776","708,239",500
GUAYAS,NARANJAL,NARANJAL,"1,386","1,129","2,515","360,463","347,776","708,239",501
GUAYAS,NARANJAL,SAN CARLOS,0,0,0,"360,463","347,776","708,239",502
GUAYAS,NARANJAL,SANTA ROSA DE FLANDES,32,37,69,"360,463","347,776","708,239",503
GUAYAS,NARANJAL,TAURA,90,71,161,"360,463","347,776","708,239",504
GUAYAS,NARANJITO,NARANJITO,572,444,"1,016","360,463","347,776","708,239",505
GUAYAS,NOBOL,NARCISA DE JESUS,441,421,862,"360,463","347,776","708,239",506
GUAYAS,PALESTINA,PALESTINA,204,175,379,"360,463","347,776","708,239",507
GUAYAS,PEDRO CARBO,PEDRO CARBO,620,679,"1,299","360,463","347,776","708,239",508
GUAYAS,PEDRO CARBO,SABANILLA,65,61,126,"360,463","347,776","708,239",509
GUAYAS,PEDRO CARBO,VALLE DE LA VIRGEN,54,74,128,"360,463","347,776","708,239",510
GUAYAS,PLAYAS,GENERAL VILLAMIL (PLAYAS),"1,018",955,"1,973","360,463","347,776","708,239",511
GUAYAS,SALITRE,BOCANA,615,540,"1,155","360,463","347,776","708,239",512
GUAYAS,SALITRE,EL SALITRE (LAS RAMAS),0,0,0,"360,463","347,776","708,239",513
GUAYAS,SALITRE,GRAL. VERNAZA (DOS ESTEROS),129,184,313,"360,463","347,776","708,239",514
GUAYAS,SALITRE,JUNQUILLAL,118,141,259,"360,463","347,776","708,239",515
GUAYAS,SALITRE,LA VICTORIA (¥AUZA),61,50,111,"360,463","347,776","708,239",516
GUAYAS,SAMBORONDON,SAMBORONDON,402,393,795,"360,463","347,776","708,239",517
GUAYAS,SAMBORONDON,TARIFA,"1,026",927,"1,953","360,463","347,776","708,239",518
GUAYAS,SAN JACINTO DE YAGUACHI,GRAL. PEDRO J. MONTERO (BOLICHE),116,111,227,"360,463","347,776","708,239",519
GUAYAS,SAN JACINTO DE YAGUACHI,SAN JACINTO DE YAGUACHI,494,436,930,"360,463","347,776","708,239",520
GUAYAS,SAN JACINTO DE YAGUACHI,VIRGEN DE FATIMA,124,186,310,"360,463","347,776","708,239",521
GUAYAS,SAN JACINTO DE YAGUACHI,YAGUACHI VIEJO (CONE),19,27,46,"360,463","347,776","708,239",522
GUAYAS,SANTA LUCIA,SANTA LUCIA,483,432,915,"360,463","347,776","708,239",523
GUAYAS,SIMON BOLIVAR,CRNEL. LORENZO DE GARAICOA (PEDREGAL),34,49,83,"360,463","347,776","708,239",524
GUAYAS,SIMON BOLIVAR,SIMON BOLIVAR,303,330,633,"360,463","347,776","708,239",525
IMBABURA,ANTONIO ANTE,ANDRADE MARIN  (LOURDES),47,151,198,"360,463","347,776","708,239",526
IMBABURA,ANTONIO ANTE,ATUNTAQUI,766,214,980,"360,463","347,776","708,239",527
IMBABURA,ANTONIO ANTE,IMBAYA (SAN LUIS DE COBUENDO),0,0,0,"360,463","347,776","708,239",528
IMBABURA,ANTONIO ANTE,SAN FRANCISCO DE NATABUELA,94,467,561,"360,463","347,776","708,239",529
IMBABURA,ANTONIO ANTE,SAN JOSE DE CHALTURA,0,0,0,"360,463","347,776","708,239",530
IMBABURA,ANTONIO ANTE,SAN ROQUE,44,76,120,"360,463","347,776","708,239",531
IMBABURA,COTACACHI,6 DE JULIO DE CUELLAJE,44,38,82,"360,463","347,776","708,239",532
IMBABURA,COTACACHI,APUELA,61,46,107,"360,463","347,776","708,239",533
IMBABURA,COTACACHI,GARCIA MORENO (LLURIMAGUA),0,0,0,"360,463","347,776","708,239",534
IMBABURA,COTACACHI,IMANTAG,59,40,99,"360,463","347,776","708,239",535
IMBABURA,COTACACHI,PE¥AHERRERA,32,26,58,"360,463","347,776","708,239",536
IMBABURA,COTACACHI,PLAZA GUTIERREZ (CALVARIO),0,0,0,"360,463","347,776","708,239",537
IMBABURA,COTACACHI,QUIROGA,92,105,197,"360,463","347,776","708,239",538
IMBABURA,COTACACHI,SAGRARIO,273,373,646,"360,463","347,776","708,239",539
IMBABURA,COTACACHI,SAN FRANCISCO,69,88,157,"360,463","347,776","708,239",540
IMBABURA,COTACACHI,VACAS GALINDO (EL CHURO),0,0,0,"360,463","347,776","708,239",541
IMBABURA,IBARRA,AMBUQUI,189,214,403,"360,463","347,776","708,239",542
IMBABURA,IBARRA,ANGOCHAGUA,23,26,49,"360,463","347,776","708,239",543
IMBABURA,IBARRA,CARANQUI,123,432,555,"360,463","347,776","708,239",544
IMBABURA,IBARRA,CAROLINA,0,0,0,"360,463","347,776","708,239",545
IMBABURA,IBARRA,GUAYAQUIL DE ALPACHACA,93,148,241,"360,463","347,776","708,239",546
IMBABURA,IBARRA,IBARRA,0,0,0,"360,463","347,776","708,239",547
IMBABURA,IBARRA,LA DOLOROSA DEL PRIORATO,70,156,226,"360,463","347,776","708,239",548
IMBABURA,IBARRA,LA ESPERANZA,43,87,130,"360,463","347,776","708,239",549
IMBABURA,IBARRA,LITA,61,61,122,"360,463","347,776","708,239",550
IMBABURA,IBARRA,SAGRARIO,825,"1,300","2,125","360,463","347,776","708,239",551
IMBABURA,IBARRA,SALINAS,40,27,67,"360,463","347,776","708,239",552
IMBABURA,IBARRA,SAN ANTONIO,172,312,484,"360,463","347,776","708,239",553
IMBABURA,IBARRA,SAN FRANCISCO,"3,452","2,683","6,135","360,463","347,776","708,239",554
IMBABURA,OTAVALO,DR. MIGUEL EGAS CABEZAS (PEGUCHE),152,304,456,"360,463","347,776","708,239",555
IMBABURA,OTAVALO,EUGENIO ESPEJO (CALPAQUI),0,0,0,"360,463","347,776","708,239",556
IMBABURA,OTAVALO,GONZALEZ SUAREZ,17,16,33,"360,463","347,776","708,239",557
IMBABURA,OTAVALO,JORDAN,"2,233","2,173","4,406","360,463","347,776","708,239",558
IMBABURA,OTAVALO,PATAQUI,0,0,0,"360,463","347,776","708,239",559
IMBABURA,OTAVALO,SAN JOSE DE QUICHINCHE,42,50,92,"360,463","347,776","708,239",560
IMBABURA,OTAVALO,SAN JUAN DE ILUMAN,55,58,113,"360,463","347,776","708,239",561
IMBABURA,OTAVALO,SAN LUIS,227,236,463,"360,463","347,776","708,239",562
IMBABURA,OTAVALO,SAN PABLO,246,332,578,"360,463","347,776","708,239",563
IMBABURA,OTAVALO,SAN RAFAEL,49,58,107,"360,463","347,776","708,239",564
IMBABURA,OTAVALO,SELVA ALEGRE,22,21,43,"360,463","347,776","708,239",565
IMBABURA,PIMAMPIRO,CHUGA,0,0,0,"360,463","347,776","708,239",566
IMBABURA,PIMAMPIRO,MARIANO ACOSTA,23,30,53,"360,463","347,776","708,239",567
IMBABURA,PIMAMPIRO,PIMAMPIRO,233,250,483,"360,463","347,776","708,239",568
IMBABURA,PIMAMPIRO,SAN FRANCISCO DE SIGSIPAMBA,11,9,20,"360,463","347,776","708,239",569
IMBABURA,SAN MIGUEL DE URCUQUI,CAHUASQUI,23,38,61,"360,463","347,776","708,239",570
IMBABURA,SAN MIGUEL DE URCUQUI,LA MERCED DE BUENOS AIRES,19,18,37,"360,463","347,776","708,239",571
IMBABURA,SAN MIGUEL DE URCUQUI,PABLO ARENAS,0,0,0,"360,463","347,776","708,239",572
IMBABURA,SAN MIGUEL DE URCUQUI,SAN BLAS,0,0,0,"360,463","347,776","708,239",573
IMBABURA,SAN MIGUEL DE URCUQUI,TUMBABIRO,0,0,0,"360,463","347,776","708,239",574
IMBABURA,SAN MIGUEL DE URCUQUI,URCUQUI,213,247,460,"360,463","347,776","708,239",575
LOJA,CALVAS,CARIAMANGA,856,788,"1,644","360,463","347,776","708,239",576
LOJA,CALVAS,CHILE,0,0,0,"360,463","347,776","708,239",577
LOJA,CALVAS,COLAISACA,5,9,14,"360,463","347,776","708,239",578
LOJA,CALVAS,EL LUCERO,39,35,74,"360,463","347,776","708,239",579
LOJA,CALVAS,SAN VICENTE,212,203,415,"360,463","347,776","708,239",580
LOJA,CALVAS,SANGUILLIN,13,13,26,"360,463","347,776","708,239",581
LOJA,CALVAS,UTUANA,20,32,52,"360,463","347,776","708,239",582
LOJA,CATAMAYO,CATAMAYO,804,726,"1,530","360,463","347,776","708,239",583
LOJA,CATAMAYO,EL TAMBO,43,73,116,"360,463","347,776","708,239",584
LOJA,CATAMAYO,GUAYQUICHUMA,0,0,0,"360,463","347,776","708,239",585
LOJA,CATAMAYO,SAN PEDRO DE LA BENDITA,63,126,189,"360,463","347,776","708,239",586
LOJA,CATAMAYO,ZAMBI,11,12,23,"360,463","347,776","708,239",587
LOJA,CELICA,CELICA,156,165,321,"360,463","347,776","708,239",588
LOJA,CELICA,CRUZPAMBA,28,51,79,"360,463","347,776","708,239",589
LOJA,CELICA,POZUL (SAN JUAN DE POZUL),54,69,123,"360,463","347,776","708,239",590
LOJA,CELICA,SABANILLA,18,23,41,"360,463","347,776","708,239",591
LOJA,CELICA,TNTE. MAXIMILIANO RODRIGUEZ LOAIZA,0,0,0,"360,463","347,776","708,239",592
LOJA,CHAGUARPAMBA,AMARILLOS,0,0,0,"360,463","347,776","708,239",593
LOJA,CHAGUARPAMBA,BUENAVISTA,27,28,55,"360,463","347,776","708,239",594
LOJA,CHAGUARPAMBA,CHAGUARPAMBA,90,90,180,"360,463","347,776","708,239",595
LOJA,CHAGUARPAMBA,EL ROSARIO,0,0,0,"360,463","347,776","708,239",596
LOJA,CHAGUARPAMBA,SANTA RUFINA,21,10,31,"360,463","347,776","708,239",597
LOJA,ESPINDOLA,27 DE ABRIL,38,49,87,"360,463","347,776","708,239",598
LOJA,ESPINDOLA,AMALUZA,195,209,404,"360,463","347,776","708,239",599
LOJA,ESPINDOLA,BELLAVISTA,4,10,14,"360,463","347,776","708,239",600
LOJA,ESPINDOLA,EL AIRO,13,22,35,"360,463","347,776","708,239",601
LOJA,ESPINDOLA,EL INGENIO,53,47,100,"360,463","347,776","708,239",602
LOJA,ESPINDOLA,JIMBURA,36,42,78,"360,463","347,776","708,239",603
LOJA,ESPINDOLA,SANTA TERESITA,22,25,47,"360,463","347,776","708,239",604
LOJA,GONZANAMA,CHANGAIMINA (LA LIBERTAD),51,68,119,"360,463","347,776","708,239",605
LOJA,GONZANAMA,GONZANAMA,134,108,242,"360,463","347,776","708,239",606
LOJA,GONZANAMA,NAMBACOLA,38,48,86,"360,463","347,776","708,239",607
LOJA,GONZANAMA,PURUNUMA (EGUIGUREN),11,16,27,"360,463","347,776","708,239",608
LOJA,GONZANAMA,SACAPALCA,24,14,38,"360,463","347,776","708,239",609
LOJA,LOJA,CHANTACO,33,34,67,"360,463","347,776","708,239",610
LOJA,LOJA,CHUQUIRIBAMBA,34,46,80,"360,463","347,776","708,239",611
LOJA,LOJA,EL CISNE,32,32,64,"360,463","347,776","708,239",612
LOJA,LOJA,EL SAGRARIO,"2,247","1,427","3,674","360,463","347,776","708,239",613
LOJA,LOJA,GUALEL,15,11,26,"360,463","347,776","708,239",614
LOJA,LOJA,JIMBILLA,12,11,23,"360,463","347,776","708,239",615
LOJA,LOJA,MALACATOS (VALLADOLID),171,181,352,"360,463","347,776","708,239",616
LOJA,LOJA,QUINARA,50,46,96,"360,463","347,776","708,239",617
LOJA,LOJA,SAN LUCAS,69,47,116,"360,463","347,776","708,239",618
LOJA,LOJA,SAN PEDRO DE VILCABAMBA,33,25,58,"360,463","347,776","708,239",619
LOJA,LOJA,SAN SEBASTIAN,"1,889","2,150","4,039","360,463","347,776","708,239",620
LOJA,LOJA,SANTIAGO,18,23,41,"360,463","347,776","708,239",621
LOJA,LOJA,SUCRE,416,676,"1,092","360,463","347,776","708,239",622
LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),0,0,0,"360,463","347,776","708,239",623
LOJA,LOJA,VALLE,"1,676","1,662","3,338","360,463","347,776","708,239",624
LOJA,LOJA,VILCABAMBA (VICTORIA),198,169,367,"360,463","347,776","708,239",625
LOJA,LOJA,YANGANA (ARSENIO CASTILLO),31,38,69,"360,463","347,776","708,239",626
LOJA,MACARA,GENERAL ELOY ALFARO (SAN SEBASTIAN),308,328,636,"360,463","347,776","708,239",627
LOJA,MACARA,LA VICTORIA,15,14,29,"360,463","347,776","708,239",628
LOJA,MACARA,LARAMA,0,0,0,"360,463","347,776","708,239",629
LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),209,189,398,"360,463","347,776","708,239",630
LOJA,MACARA,SABIANGO (LA CAPILLA),10,12,22,"360,463","347,776","708,239",631
LOJA,OLMEDO,LA TINGUE,17,13,30,"360,463","347,776","708,239",632
LOJA,OLMEDO,OLMEDO,101,94,195,"360,463","347,776","708,239",633
LOJA,PALTAS,CANGONAMA,9,15,24,"360,463","347,776","708,239",634
LOJA,PALTAS,CASANGA,47,50,97,"360,463","347,776","708,239",635
LOJA,PALTAS,CATACOCHA,124,91,215,"360,463","347,776","708,239",636
LOJA,PALTAS,GUACHANAMA,15,17,32,"360,463","347,776","708,239",637
LOJA,PALTAS,LAURO GUERRERO,14,18,32,"360,463","347,776","708,239",638
LOJA,PALTAS,LOURDES,406,474,880,"360,463","347,776","708,239",639
LOJA,PALTAS,ORIANGA,34,23,57,"360,463","347,776","708,239",640
LOJA,PALTAS,SAN ANTONIO,15,21,36,"360,463","347,776","708,239",641
LOJA,PALTAS,YAMANA,17,15,32,"360,463","347,776","708,239",642
LOJA,PINDAL,12 DE DICIEMBRE,14,21,35,"360,463","347,776","708,239",643
LOJA,PINDAL,CHAQUINAL,22,29,51,"360,463","347,776","708,239",644
LOJA,PINDAL,PINDAL,166,145,311,"360,463","347,776","708,239",645
LOJA,PUYANGO,ALAMOR,231,226,457,"360,463","347,776","708,239",646
LOJA,PUYANGO,CIANO,34,45,79,"360,463","347,776","708,239",647
LOJA,PUYANGO,EL ARENAL,33,24,57,"360,463","347,776","708,239",648
LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),18,17,35,"360,463","347,776","708,239",649
LOJA,PUYANGO,MERCADILLO,18,32,50,"360,463","347,776","708,239",650
LOJA,PUYANGO,VICENTINO,19,32,51,"360,463","347,776","708,239",651
LOJA,QUILANGA,FUNDOCHAMBA,0,0,0,"360,463","347,776","708,239",652
LOJA,QUILANGA,QUILANGA,62,92,154,"360,463","347,776","708,239",653
LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,18,22,40,"360,463","347,776","708,239",654
LOJA,SARAGURO,EL PARAISO DE CELEN,9,12,21,"360,463","347,776","708,239",655
LOJA,SARAGURO,EL TABLON,0,0,0,"360,463","347,776","708,239",656
LOJA,SARAGURO,LLUZHAPA,0,0,0,"360,463","347,776","708,239",657
LOJA,SARAGURO,MANU,34,32,66,"360,463","347,776","708,239",658
LOJA,SARAGURO,SAN ANTONIO DE QUMBE (CUMBE),0,0,0,"360,463","347,776","708,239",659
LOJA,SARAGURO,SAN PABLO DE TENTA,105,58,163,"360,463","347,776","708,239",660
LOJA,SARAGURO,SAN SEBASTIAN DE YULUC,0,0,0,"360,463","347,776","708,239",661
LOJA,SARAGURO,SARAGURO,458,441,899,"360,463","347,776","708,239",662
LOJA,SARAGURO,SELVA ALEGRE,33,24,57,"360,463","347,776","708,239",663
LOJA,SARAGURO,SUMAYPAMBA,0,0,0,"360,463","347,776","708,239",664
LOJA,SARAGURO,URDANETA (PAQUISHAPA),69,76,145,"360,463","347,776","708,239",665
LOJA,SOZORANGA,NUEVA FATIMA,21,22,43,"360,463","347,776","708,239",666
